customer_id,account_balance,monthly_withdrawals,crypto_exposure,fx_transactions_mo,income_band,is_active_trader,account_age_months
79,5640.01,0,False,3,High (>$100k),False,43
80,249.3,1,True,3,Low (<$50k),False,4
81,3535.08,0,False,1,Medium ($50k-$100k),False,5
82,8397.33,4,False,2,Medium ($50k-$100k),False,101
83,45109.18,2,False,3,Medium ($50k-$100k),True,113
84,2258.81,1,False,1,Medium ($50k-$100k),False,58
85,1461.56,8,False,4,Low (<$50k),False,37
86,2315.46,1,True,2,Medium ($50k-$100k),False,26
87,19401.45,0,False,2,High (>$100k),False,107
88,8047.58,0,False,2,Low (<$50k),True,9
89,2220.22,1,False,1,Medium ($50k-$100k),False,15
90,10613.7,0,False,2,High (>$100k),True,88
91,5685.17,5,True,1,Medium ($50k-$100k),False,88
92,21014.49,2,False,5,Medium ($50k-$100k),True,99
93,1714.57,0,True,3,High (>$100k),False,112
94,3006.42,1,False,1,Medium ($50k-$100k),False,105
95,2729.4,2,True,2,Medium ($50k-$100k),False,89
96,547.15,5,False,3,High (>$100k),True,26
97,7663.17,4,False,3,High (>$100k),False,63
98,7270.52,1,False,5,Medium ($50k-$100k),False,87
99,4952.61,2,False,1,Low (<$50k),False,70
100,3456.87,1,False,0,Low (<$50k),True,105
101,588.13,1,False,0,Medium ($50k-$100k),False,27
102,2615.03,0,False,4,Medium ($50k-$100k),False,54
103,2939.3,0,False,0,Low (<$50k),False,83
104,1475.25,1,False,1,Low (<$50k),False,31
105,3858.65,0,True,1,Low (<$50k),True,102
106,9009.87,0,False,2,Medium ($50k-$100k),False,107
107,83222.99,2,True,1,High (>$100k),False,32
108,6386.02,0,False,3,High (>$100k),False,2
109,7232.4,1,False,4,Low (<$50k),False,18
110,4395.48,1,False,2,Low (<$50k),True,28
111,276.4,6,False,3,Low (<$50k),False,71
112,4723.14,1,False,2,Low (<$50k),False,120
113,5379.47,0,True,2,Medium ($50k-$100k),True,87
114,197770.62,1,False,2,Low (<$50k),True,117
115,3682.91,3,True,2,Low (<$50k),False,100
116,7725.8,11,False,4,Low (<$50k),False,88
117,4665.42,1,True,1,Low (<$50k),False,92
118,851.49,0,False,1,Low (<$50k),False,25
119,27288.87,4,False,1,Low (<$50k),False,39
120,15182.51,0,True,5,Low (<$50k),False,49
121,16099.57,1,False,4,Low (<$50k),False,4
122,1256.29,1,True,1,Low (<$50k),True,109
123,40303.41,0,False,2,Medium ($50k-$100k),True,52
124,600.18,0,False,4,High (>$100k),False,83
125,11852.4,0,True,0,Medium ($50k-$100k),False,68
126,131358.23,2,True,3,Medium ($50k-$100k),False,57
127,1112.31,5,False,3,High (>$100k),False,13
128,2101.81,0,True,3,Low (<$50k),True,65
129,5707.16,3,False,4,Low (<$50k),False,63
130,2309.5,0,True,2,Low (<$50k),True,98
131,480.11,1,True,2,Low (<$50k),False,71
132,5447.13,0,False,1,Medium ($50k-$100k),False,25
133,998.79,5,True,3,Low (<$50k),True,23
134,10000.48,2,False,3,High (>$100k),False,30
135,1237.52,2,True,2,Low (<$50k),False,113
136,50256.82,3,True,2,High (>$100k),False,61
137,1517.96,2,False,2,High (>$100k),False,7
138,3031.79,6,False,5,High (>$100k),False,54
139,16651.84,2,False,3,Medium ($50k-$100k),False,109
140,775.65,5,True,2,Low (<$50k),False,17
141,6913.21,1,False,3,Medium ($50k-$100k),False,97
142,34916.48,0,False,4,Low (<$50k),False,60
143,440.88,1,True,3,High (>$100k),False,66
144,6483.08,0,False,1,Low (<$50k),False,38
145,7257.74,1,False,0,Low (<$50k),False,108
146,15878.71,1,False,7,High (>$100k),True,13
147,768.6,1,False,2,Low (<$50k),True,52
148,678.11,0,False,4,Low (<$50k),True,52
149,10752.7,0,True,0,Low (<$50k),True,32
150,7673.11,1,False,1,Medium ($50k-$100k),True,86
151,7156.23,6,True,2,Medium ($50k-$100k),False,9
152,8264.07,0,False,1,Medium ($50k-$100k),True,17
153,1772.18,1,False,0,High (>$100k),False,82
154,6963.1,2,False,1,Low (<$50k),False,40
155,7628.21,1,False,1,Medium ($50k-$100k),False,104
156,1683.24,0,True,0,Medium ($50k-$100k),False,91
157,80713.55,1,False,2,Medium ($50k-$100k),True,75
158,10004.09,0,False,3,Low (<$50k),False,54
159,823.07,6,False,2,Low (<$50k),False,54
160,13158.59,0,False,8,Low (<$50k),False,28
161,1139.08,0,True,1,Low (<$50k),False,72
162,16004.53,0,False,1,Low (<$50k),True,50
163,27942.2,0,True,5,Low (<$50k),True,18
164,1435.08,3,False,2,Low (<$50k),False,13
165,20849.06,0,True,1,Low (<$50k),False,33
166,9128.63,0,False,2,Medium ($50k-$100k),False,15
167,16866.59,1,False,2,High (>$100k),True,86
168,84557.7,0,True,3,Low (<$50k),False,38
169,3401.32,0,False,3,Medium ($50k-$100k),True,94
170,1586.67,3,False,1,High (>$100k),False,6
171,1294.3,2,False,1,Medium ($50k-$100k),False,45
172,1445.61,4,True,4,High (>$100k),True,59
173,4378.0,3,True,3,Low (<$50k),True,98
174,8198.68,2,True,2,High (>$100k),False,119
175,7443.05,0,True,3,Low (<$50k),True,83
176,16996.71,3,False,3,Low (<$50k),False,113
177,5011.56,3,False,1,High (>$100k),False,97
178,43490.64,3,False,3,High (>$100k),True,78
179,3304.42,1,False,0,Low (<$50k),True,48
180,290760.08,0,False,1,High (>$100k),False,111
181,12562.87,3,False,3,Low (<$50k),False,41
182,1358.67,2,True,0,Medium ($50k-$100k),False,83
183,986.0,7,False,2,Low (<$50k),True,104
184,10134.58,0,False,3,Low (<$50k),True,79
185,3515.04,0,False,4,Medium ($50k-$100k),False,74
186,14342.76,0,True,1,Low (<$50k),False,55
187,9995.16,3,True,3,Low (<$50k),True,61
188,4406.15,0,True,0,Low (<$50k),True,2
189,1379.96,0,False,1,Low (<$50k),False,114
190,506.6,13,False,1,Medium ($50k-$100k),False,116
191,2515.5,0,True,3,Low (<$50k),True,2
192,17758.12,3,False,2,Medium ($50k-$100k),False,85
193,6775.99,0,False,0,Low (<$50k),True,76
194,758.54,3,False,2,Low (<$50k),False,10
195,6372.65,1,False,2,Low (<$50k),False,76
196,8760.22,4,True,4,Medium ($50k-$100k),False,39
197,1305.33,5,False,3,Low (<$50k),True,2
198,6189.36,0,True,5,Low (<$50k),True,65
199,5363.18,0,False,2,Low (<$50k),True,66
200,884.96,0,False,4,High (>$100k),False,87
201,8405.83,2,False,3,Low (<$50k),True,92
202,11397.81,4,False,5,Medium ($50k-$100k),True,117
203,24948.7,1,False,0,Low (<$50k),True,81
204,23877.77,1,False,1,Low (<$50k),False,52
205,622.35,0,False,2,Low (<$50k),False,104
206,1203.83,3,True,2,Low (<$50k),True,85
207,10641.88,6,False,1,Medium ($50k-$100k),False,44
208,10621.96,0,False,3,High (>$100k),True,34
209,10642.08,1,False,6,Low (<$50k),False,73
210,1589765.75,0,False,5,Low (<$50k),True,81
211,11571.91,1,False,0,Low (<$50k),True,113
212,26993.42,1,False,2,Low (<$50k),False,106
213,20557.94,0,False,0,Low (<$50k),False,45
214,13057.09,1,False,3,High (>$100k),False,32
215,3062.83,0,True,1,Low (<$50k),False,5
216,15343.6,1,False,4,Medium ($50k-$100k),True,78
217,1541.89,1,False,2,Low (<$50k),True,110
218,3445.32,0,False,3,Low (<$50k),False,111
219,2373.11,2,False,0,Low (<$50k),False,89
220,5556.99,2,False,2,Low (<$50k),False,86
221,158258.94,0,False,2,Low (<$50k),False,63
222,298.6,0,False,1,Low (<$50k),False,69
223,13758.2,2,True,4,Low (<$50k),False,54
224,437.43,6,False,1,Medium ($50k-$100k),False,38
225,2421.4,0,False,1,Low (<$50k),False,9
226,25170.45,0,True,1,Medium ($50k-$100k),True,61
227,5412.25,0,False,3,Low (<$50k),True,95
228,975.92,1,False,2,High (>$100k),True,105
229,1680.83,0,False,0,Low (<$50k),False,21
230,13621.39,0,True,6,Low (<$50k),False,36
231,1643.28,2,True,2,High (>$100k),False,1
232,6800.07,1,False,1,Low (<$50k),False,22
233,5262.48,0,True,1,Medium ($50k-$100k),False,87
234,1849.37,1,False,4,Medium ($50k-$100k),True,87
235,122506.1,1,True,4,Low (<$50k),False,15
236,12719.33,0,False,2,High (>$100k),False,46
237,235.64,0,True,5,Medium ($50k-$100k),False,65
238,6500.81,4,True,1,Medium ($50k-$100k),True,6
239,1821.33,0,False,0,High (>$100k),True,40
240,17652.81,2,True,4,Low (<$50k),False,35
241,1497.0,5,False,7,Low (<$50k),False,81
242,4137.7,0,False,3,Medium ($50k-$100k),False,61
243,10482.69,0,False,2,Low (<$50k),False,23
244,18009.11,1,False,1,Low (<$50k),False,20
245,812.04,4,True,2,Low (<$50k),True,28
246,2975.74,5,True,1,High (>$100k),False,37
247,2410.48,2,False,1,Low (<$50k),False,82
248,1844.58,0,False,3,Medium ($50k-$100k),True,7
249,69437.43,2,False,3,Low (<$50k),True,49
250,9022.46,1,False,6,Low (<$50k),False,111
251,741.5,1,False,3,Medium ($50k-$100k),False,84
252,19473.17,0,True,1,High (>$100k),False,24
253,118567.1,0,False,4,Low (<$50k),True,80
254,23125.66,3,False,3,Low (<$50k),False,13
255,503.18,1,False,2,Low (<$50k),False,92
256,2377.13,0,False,7,Medium ($50k-$100k),False,7
257,32871.68,0,True,1,Low (<$50k),True,15
258,1700.19,3,True,0,Low (<$50k),False,87
259,9563.69,2,False,1,Medium ($50k-$100k),True,23
260,15708.4,0,False,2,Low (<$50k),False,95
261,1223.66,0,False,5,Low (<$50k),True,69
262,4494.96,0,True,1,High (>$100k),True,91
263,38.02,5,True,2,High (>$100k),False,108
264,1057.24,1,False,1,High (>$100k),False,60
265,3364.88,1,False,2,Low (<$50k),True,10
266,756.21,1,False,1,High (>$100k),True,51
267,56875.33,0,False,0,Medium ($50k-$100k),False,64
268,575.24,3,False,1,Low (<$50k),True,106
269,2540.04,1,False,4,Medium ($50k-$100k),True,71
270,5979.61,0,False,0,Low (<$50k),True,56
271,42698.11,0,False,2,Medium ($50k-$100k),False,32
272,570.33,1,True,3,Medium ($50k-$100k),True,23
273,28134.32,5,True,1,Medium ($50k-$100k),False,54
274,4990.79,0,False,2,Low (<$50k),False,111
275,1127.48,4,False,3,Medium ($50k-$100k),False,73
276,9829.62,2,True,4,Low (<$50k),True,93
277,6624.89,0,True,3,High (>$100k),False,91
278,1997.55,0,False,5,Medium ($50k-$100k),False,102
279,5457.27,0,True,1,Low (<$50k),False,85
280,2757.36,2,False,2,Low (<$50k),False,107
281,5827.11,0,True,2,Medium ($50k-$100k),True,70
282,13269.14,0,True,2,Low (<$50k),False,90
283,53051.86,1,False,3,Medium ($50k-$100k),True,84
284,767.61,2,True,2,Low (<$50k),False,61
285,120517.48,0,False,2,Medium ($50k-$100k),False,79
286,262.92,1,True,5,Low (<$50k),True,109
287,3914.03,1,True,2,Medium ($50k-$100k),True,102
288,11878.39,1,True,2,High (>$100k),True,20
289,7491.23,3,True,3,Medium ($50k-$100k),False,53
290,1931.3,0,True,1,Low (<$50k),False,15
291,3596.86,3,False,3,High (>$100k),False,29
292,2346.07,2,False,1,Low (<$50k),False,70
293,2030.33,1,True,2,Medium ($50k-$100k),True,80
294,17578.0,2,False,2,Medium ($50k-$100k),True,65
295,8396.11,1,False,2,Low (<$50k),True,62
296,1738.25,0,False,2,Low (<$50k),False,70
297,18946.98,2,False,5,Low (<$50k),False,16
298,7792.75,1,False,3,High (>$100k),False,54
299,16635.48,2,True,0,High (>$100k),False,97
300,12637.75,0,False,1,Low (<$50k),False,7
301,1417.3,4,False,1,Low (<$50k),True,60
302,2121.18,1,False,0,High (>$100k),True,10
303,15077.22,0,False,2,Low (<$50k),True,53
304,12277.89,1,False,4,Low (<$50k),False,8
305,4763.07,2,False,3,Low (<$50k),False,85
306,5860.51,3,False,0,Low (<$50k),True,90
307,33406.22,1,False,1,Medium ($50k-$100k),False,37
308,2023.62,4,False,3,Medium ($50k-$100k),False,82
309,11166.19,0,True,3,Low (<$50k),True,4
310,3628.99,1,True,2,High (>$100k),False,84
311,3545.66,4,False,1,Low (<$50k),False,112
312,25544.19,4,False,1,Medium ($50k-$100k),True,106
313,16951.72,2,True,0,Low (<$50k),False,112
314,16651.65,3,False,3,Medium ($50k-$100k),True,104
315,34829.44,0,False,2,Low (<$50k),False,83
316,5072.08,4,False,2,Low (<$50k),False,97
317,13669.6,0,True,3,Medium ($50k-$100k),False,23
318,3085.9,0,True,1,Low (<$50k),True,9
319,7992.43,0,False,1,Medium ($50k-$100k),False,38
320,4043.17,1,False,3,High (>$100k),True,45
321,5684.47,0,False,3,Medium ($50k-$100k),True,45
322,12000.88,0,False,3,Low (<$50k),False,18
323,1440.39,0,False,1,Low (<$50k),True,46
324,113389.14,0,True,0,Medium ($50k-$100k),True,2
325,1086.78,1,False,3,Low (<$50k),False,48
326,795.3,1,False,2,Medium ($50k-$100k),False,17
327,27921.89,0,False,2,Medium ($50k-$100k),True,118
328,16114.81,2,False,3,Medium ($50k-$100k),False,16
329,12533.74,4,False,2,Medium ($50k-$100k),False,110
330,12613.44,2,False,6,Low (<$50k),True,45
331,4825.31,0,False,1,Medium ($50k-$100k),False,48
332,1279.36,2,False,3,Medium ($50k-$100k),False,24
333,5506.62,0,False,3,Low (<$50k),False,95
334,1779.8,0,True,1,Low (<$50k),True,65
335,21219.58,0,True,1,Medium ($50k-$100k),True,92
336,3941.88,3,True,1,Medium ($50k-$100k),False,113
337,1424.75,0,True,1,Low (<$50k),False,33
338,3034.86,0,False,3,Medium ($50k-$100k),False,106
339,9130.7,0,True,2,Low (<$50k),False,101
340,2109.94,3,True,2,High (>$100k),False,103
341,1431.77,2,True,0,Medium ($50k-$100k),False,4
342,7083.55,0,False,1,Low (<$50k),False,1
343,7097.16,1,False,5,Low (<$50k),False,33
344,2297.52,1,True,0,Medium ($50k-$100k),True,74
345,2424.65,2,True,2,High (>$100k),False,62
346,6960.98,0,True,5,Low (<$50k),True,3
347,559.96,3,False,1,Medium ($50k-$100k),True,101
348,595.14,0,True,1,Low (<$50k),False,45
349,1672.93,2,False,2,Low (<$50k),False,21
350,3568.25,0,False,1,Medium ($50k-$100k),True,64
351,7835.04,0,True,0,Low (<$50k),False,73
352,44937.79,0,False,3,Medium ($50k-$100k),False,57
353,17791.74,1,True,0,High (>$100k),False,40
354,3866.45,0,False,1,High (>$100k),False,62
355,4776.56,3,True,2,Low (<$50k),False,43
356,1092.48,0,False,2,Medium ($50k-$100k),True,88
357,4780.16,2,False,0,High (>$100k),True,46
358,3187.56,3,False,3,Low (<$50k),False,72
359,7975.09,1,True,2,Low (<$50k),False,24
360,1421.05,2,True,0,High (>$100k),False,24
361,10710.93,2,False,3,Low (<$50k),False,117
362,48977.11,0,False,3,High (>$100k),True,10
363,4174.96,3,False,2,Medium ($50k-$100k),False,99
364,8978.32,0,True,4,Low (<$50k),True,68
365,13838.59,1,True,1,Low (<$50k),False,57
366,2692.35,2,False,2,Low (<$50k),True,119
367,6878.38,0,True,3,Low (<$50k),False,44
368,5008.48,0,True,2,Medium ($50k-$100k),True,73
369,5690.28,1,True,4,Low (<$50k),False,75
370,1541.46,3,False,1,Low (<$50k),False,107
371,5098.82,5,False,1,Low (<$50k),True,48
372,10373.37,1,False,5,Medium ($50k-$100k),False,77
373,43334.98,2,False,3,Low (<$50k),False,27
374,20721.07,4,False,2,Medium ($50k-$100k),False,30
375,124215.56,0,False,5,Medium ($50k-$100k),True,46
376,1554.61,0,True,4,Low (<$50k),False,103
377,18187.34,2,False,4,Low (<$50k),True,12
378,6470.53,3,False,5,High (>$100k),True,120
379,131229.69,3,True,3,Medium ($50k-$100k),False,60
380,1461.99,1,False,3,Low (<$50k),True,19
381,1394.68,0,True,1,Medium ($50k-$100k),False,104
382,2000.02,1,False,5,Low (<$50k),False,68
383,203.19,0,True,8,Low (<$50k),True,54
384,2233.59,0,True,0,Medium ($50k-$100k),True,113
385,1573.88,2,True,2,Low (<$50k),False,34
386,6158.51,0,False,0,High (>$100k),False,87
387,8206.11,3,False,0,High (>$100k),False,118
388,81982.1,1,False,2,Medium ($50k-$100k),False,109
389,20447.91,1,False,0,Low (<$50k),False,90
390,2068.64,0,False,2,Low (<$50k),True,117
391,1277.14,0,True,2,Low (<$50k),False,7
392,10279.21,0,False,3,Low (<$50k),True,82
393,678.34,6,True,1,Low (<$50k),False,42
394,76664.05,3,True,1,Medium ($50k-$100k),True,68
395,28829.67,1,False,0,Low (<$50k),False,53
396,2431.43,0,True,4,High (>$100k),True,8
397,376.27,5,True,1,High (>$100k),False,22
398,37451.74,0,False,1,Medium ($50k-$100k),False,118
399,4138.92,0,False,2,Medium ($50k-$100k),False,117
400,31467.94,1,False,0,Low (<$50k),False,26
401,449.6,5,False,2,Low (<$50k),False,77
402,2000.07,0,False,2,High (>$100k),True,63
403,4953.58,0,False,2,Medium ($50k-$100k),False,46
404,5273.61,5,True,0,Low (<$50k),False,117
405,2502.14,0,True,4,Medium ($50k-$100k),True,81
406,12509.89,0,False,5,High (>$100k),False,44
407,990.86,1,True,2,Low (<$50k),False,62
408,3969.64,3,False,1,Low (<$50k),False,36
409,5886.66,1,False,1,High (>$100k),True,41
410,10632.37,10,True,2,Low (<$50k),False,111
411,14291.53,2,True,1,Low (<$50k),False,79
412,909.63,0,True,2,Low (<$50k),False,82
413,492.17,9,True,3,High (>$100k),False,27
414,33406.82,1,True,2,Medium ($50k-$100k),False,70
415,8090.7,0,False,2,Low (<$50k),False,98
416,1599.22,1,False,1,Low (<$50k),True,41
417,50348.69,0,False,5,Low (<$50k),False,5
418,5845.99,0,True,0,Low (<$50k),False,57
419,28823.48,0,False,3,Low (<$50k),True,76
420,5438.6,1,False,0,Low (<$50k),False,29
421,108133.5,3,False,2,Low (<$50k),True,101
422,68392.01,1,False,3,High (>$100k),False,12
423,3383.12,14,False,2,Low (<$50k),False,25
424,21106.92,0,False,2,Low (<$50k),False,111
425,12939.81,0,False,2,Low (<$50k),True,34
426,38290.13,0,True,3,Medium ($50k-$100k),False,75
427,1155.88,0,False,2,Low (<$50k),False,87
428,13753.89,0,True,0,Medium ($50k-$100k),False,24
429,24043.9,3,False,1,Medium ($50k-$100k),False,115
430,351.39,4,False,4,High (>$100k),False,113
431,833.07,7,True,2,Medium ($50k-$100k),False,82
432,230.71,0,True,2,Low (<$50k),True,63
433,3280.95,4,True,1,Low (<$50k),False,63
434,14419.16,0,True,1,Medium ($50k-$100k),False,10
435,46795.18,0,True,2,Low (<$50k),False,5
436,5492.52,4,True,1,Low (<$50k),False,95
437,56552.42,2,True,1,High (>$100k),False,89
438,620.08,0,True,3,Medium ($50k-$100k),False,53
439,381.81,1,False,3,Medium ($50k-$100k),False,81
440,4521.86,0,True,1,High (>$100k),False,28
441,8743.78,2,True,3,Medium ($50k-$100k),False,65
442,4679.55,1,False,3,Medium ($50k-$100k),False,45
443,221.15,9,False,2,Low (<$50k),False,66
444,4299.78,0,False,1,High (>$100k),False,49
445,694.57,0,True,3,Low (<$50k),True,111
446,13420.1,1,False,2,Medium ($50k-$100k),True,40
447,8517.66,1,False,2,Low (<$50k),True,66
448,1200.12,0,False,2,Low (<$50k),False,91
449,2273.78,2,False,3,Medium ($50k-$100k),False,8
450,1003.43,4,False,1,Low (<$50k),True,27
451,4473.75,5,False,3,Medium ($50k-$100k),False,101
452,20593.14,3,False,1,Medium ($50k-$100k),False,17
453,1120.37,3,False,5,Medium ($50k-$100k),False,68
454,10467.91,1,False,2,Low (<$50k),False,44
455,2218.56,3,False,1,Low (<$50k),False,114
456,1496.21,0,True,2,Medium ($50k-$100k),True,102
457,4185.81,1,False,2,Low (<$50k),True,31
458,1040.17,0,True,1,Low (<$50k),False,5
459,2142.07,1,False,0,Low (<$50k),False,60
460,815.0,0,False,2,High (>$100k),True,89
461,93628.27,6,True,3,Medium ($50k-$100k),True,92
462,5181.74,0,False,1,Low (<$50k),False,19
463,1720.57,0,True,2,High (>$100k),False,101
464,6774.83,1,False,4,Medium ($50k-$100k),False,42
465,4152.67,0,True,2,Medium ($50k-$100k),True,23
466,3528.21,0,False,2,Low (<$50k),False,115
467,12348.01,0,False,2,Medium ($50k-$100k),False,100
468,15310.0,1,False,2,Low (<$50k),False,109
469,2217.75,1,False,3,Medium ($50k-$100k),False,77
470,2072.01,3,True,2,High (>$100k),False,17
471,3253.29,2,False,1,High (>$100k),False,114
472,155.57,1,True,2,Low (<$50k),False,115
473,506.34,0,True,2,High (>$100k),True,94
474,38189.33,0,True,1,Low (<$50k),False,58
475,57956.71,2,False,2,Low (<$50k),False,119
476,3382.76,0,False,0,Medium ($50k-$100k),False,87
477,11670.69,0,True,4,Medium ($50k-$100k),False,49
478,7839.07,3,True,3,Low (<$50k),False,3
479,497983.0,1,True,2,Low (<$50k),False,77
480,26353.66,0,False,5,Low (<$50k),True,96
481,4056.69,0,False,4,Medium ($50k-$100k),False,45
482,1172.26,5,True,2,High (>$100k),False,35
483,441.57,3,False,1,Medium ($50k-$100k),True,2
484,6668.8,2,True,0,Low (<$50k),False,47
485,1580.46,1,False,0,High (>$100k),True,3
486,582.09,1,False,2,Medium ($50k-$100k),False,118
487,1863.37,7,False,0,Medium ($50k-$100k),False,112
488,970.37,6,False,4,Medium ($50k-$100k),True,29
489,61741.55,0,False,1,High (>$100k),False,74
490,18443.36,3,True,2,Medium ($50k-$100k),False,20
491,4856.34,0,True,3,Medium ($50k-$100k),True,34
492,45248.11,0,False,2,Low (<$50k),False,79
493,5519.55,2,True,5,Medium ($50k-$100k),False,40
494,1350.29,1,True,1,Medium ($50k-$100k),True,109
495,48275.82,5,False,0,Medium ($50k-$100k),False,65
496,11029.9,0,False,3,Low (<$50k),True,90
497,1037.05,1,False,2,Low (<$50k),True,63
498,3694.1,5,False,3,Medium ($50k-$100k),True,56
499,1321.57,4,False,2,Medium ($50k-$100k),True,32
500,617.57,0,True,0,Medium ($50k-$100k),False,66
501,19717.59,0,False,2,Low (<$50k),False,96
502,86174.1,1,False,1,Low (<$50k),True,41
503,603.14,0,True,3,Low (<$50k),True,29
504,11435.23,6,True,3,Low (<$50k),True,116
505,1852.03,4,True,1,Low (<$50k),False,84
506,2366.84,0,False,0,Medium ($50k-$100k),False,87
507,2021.12,0,False,3,High (>$100k),False,51
508,1344.82,0,False,1,Low (<$50k),True,12
509,5285.82,4,False,6,Medium ($50k-$100k),False,44
510,1413.15,0,True,2,Medium ($50k-$100k),False,10
511,7373.78,1,False,1,High (>$100k),False,83
512,4558.02,1,False,2,High (>$100k),False,116
513,3434.33,1,True,2,Low (<$50k),False,74
514,1259.73,0,False,0,Low (<$50k),False,83
515,2069.05,0,True,3,Low (<$50k),True,90
516,15261.47,5,False,1,Medium ($50k-$100k),False,88
517,10418.89,4,False,2,Medium ($50k-$100k),False,9
518,1134.18,3,False,2,Low (<$50k),True,29
519,5704.43,0,False,3,High (>$100k),False,29
520,15170.09,0,True,1,Low (<$50k),False,101
521,401.77,1,False,1,High (>$100k),False,92
522,11103.77,0,False,2,Low (<$50k),False,61
523,1819.04,4,False,1,Low (<$50k),False,64
524,11566.84,2,False,3,Low (<$50k),False,3
525,1564.17,0,False,1,Low (<$50k),False,87
526,327.89,4,True,4,Medium ($50k-$100k),False,115
527,427.81,6,False,0,Low (<$50k),False,118
528,5282.36,0,False,2,Medium ($50k-$100k),True,4
529,7256.0,1,False,5,Low (<$50k),False,55
530,1265.88,0,True,3,Low (<$50k),True,14
531,12808.81,0,True,3,Medium ($50k-$100k),False,102
532,406.56,0,True,2,High (>$100k),True,77
533,4450.98,1,False,4,Low (<$50k),True,28
534,799.09,6,False,3,High (>$100k),False,63
535,1848.71,1,False,0,Medium ($50k-$100k),False,39
